DATE,DESCIPTION,DEBIT,CREDIT,BALANCE
2/19/2025,HQ192 TFR-TO C/C,611.07,,896.74
2/19/2025,SEND E-TFR ***atx,546.74,,350
2/19/2025,SEND E-TFR FEE,1,,349
2/20/2025,SEND E-TFR ***N3D,299,,50
2/20/2025,SEND E-TFR FEE,1,,49
2/20/2025,SEND E-TFR ***QpQ,29,,20
2/20/2025,SEND E-TFR FEE,0.5,,19.5
2/24/2025,UY465 TFR-FR C/C,,250,269.5
2/24/2025,SEND E-TFR ***JJE,150,,119.5
2/24/2025,SEND E-TFR FEE,1,,118.5
2/24/2025,LANGFORD LANES    _F,31.88,,86.62
2/24/2025,RX444 TFR-TO C/C,86.62,,0
2/26/2025,E-TRANSFER ***zPa,,60,60
2/26/2025,HR595 TFR-TO C/C,45,,15
2/28/2025,E-TRANSFER ***7dk,,50,65
2/28/2025,JT390 TFR-TO C/C,65,,0
2/28/2025,WITHDRAWAL FEES,2.5,,-2.5
2/28/2025,MONTHLY ACCOUNT FEE,3.95,,-6.45
3/3/2025,E-TRANSFER ***ZgC,,229.71,223.26
3/3/2025,UW241 TFR-TO C/C,183.26,,40
3/3/2025,STARBUCKS COFFE   _F,6.78,,33.22
3/4/2025,E-TRANSFER ***Bfc,,120.25,153.47
3/4/2025,WT342 TFR-TO C/C,33.47,,120
3/4/2025,SEND E-TFR ***MQp,75,,45
3/4/2025,SEND E-TFR FEE,0.5,,44.5
3/4/2025,WY122 TFR-TO C/C,44.5,,0
3/6/2025,E-TRANSFER ***cYp,,150,150
3/6/2025,IG233 TFR-TO C/C,112,,38
3/13/2025,SEND E-TFR ***dXG,36,,2
3/13/2025,SEND E-TFR FEE,0.5,,1.5
3/14/2025,E-TRANSFER ***vMQ,,740,741.5
3/14/2025,JI403 TFR-TO C/C,121.5,,620
3/17/2025,SEND E-TFR ***MCu,4,,616
3/17/2025,SEND E-TFR FEE,0.5,,615.5
3/17/2025,E-TRANSFER ***q7q,,145,760.5
3/17/2025,RJ504 TFR-TO C/C,130.5,,630
3/18/2025,LN PYMT   *022973402,613.24,,16.76
3/18/2025,LOAN INSURANCE PREM,44.45,,-27.69
3/19/2025,PROVINCE OF B.C  PRO,,1515.5,1487.81
3/19/2025,SEND E-TFR ***Fva,277.64,,1210.17
3/19/2025,SEND E-TFR ***PJ5,510.17,,700
3/19/2025,SEND E-TFR FEE,1,,699
3/19/2025,SEND E-TFR ***WJa,399,,300
3/19/2025,SEND E-TFR FEE,1,,299
3/20/2025,SHELL C47030      _F,83.55,,215.45
3/21/2025,SEND E-TFR ***3Kc,200,,15.45
3/21/2025,SEND E-TFR FEE,1,,14.45
3/24/2025,UO044 TFR-FR C/C,,125,139.45
3/24/2025,WALMART STORE #,100.31,,39.14
3/24/2025,E-TRANSFER ***xzm,,25,64.14
3/24/2025,STARBUCKS COFFE   _F,5.78,,58.36
3/24/2025,SEND E-TFR ***mmp,55,,3.36
3/24/2025,SEND E-TFR FEE,0.5,,2.86
3/28/2025,E-TRANSFER ***g9a,,173.36,176.22
3/28/2025,JQ303 TFR-TO C/C,133.36,,42.86
3/31/2025,UX445 TFR-TO C/C,27.86,,15
3/31/2025,OVERDRAFT INTEREST,0.02,,14.98
3/31/2025,WITHDRAWAL FEES,10,,4.98
3/31/2025,MONTHLY ACCOUNT FEE,3.95,,1.03
4/7/2025,E-TRANSFER ***Mp6,,250,251.03
4/7/2025,SEND E-TFR ***vgR,75,,176.03
4/7/2025,SEND E-TFR FEE,0.5,,175.53
4/7/2025,UT063 TFR-TO C/C,15.53,,160
4/7/2025,SHELL C47030      _F,84.22,,75.78
4/7/2025,SEND E-TFR ***Xfk,25.78,,50
4/7/2025,SEND E-TFR FEE,0.5,,49.5
4/7/2025,E-TRANSFER ***QRx,,72.75,122.25
4/7/2025,REAL CDN. SUPER   _F,71.56,,50.69
4/7/2025,REAL CDN. SUPER   _F,17.35,,33.34
4/7/2025,TD ATM W/D    004336,20,,13.34
4/7/2025,TD ATM W/D    004338,10,,3.34
4/11/2025,E-TRANSFER ***eYz,,850,853.34
4/11/2025,JJ402 TFR-TO C/C,223.34,,630
4/14/2025,SEND E-TFR ***RxT,120,,510
4/14/2025,SEND E-TFR FEE,1,,509
4/14/2025,SHELL C47030      _F,129.22,,379.78
4/14/2025,Subway 14690      _F,30.85,,348.93
4/14/2025,Subway 14690      _F,0.28,,348.65
4/14/2025,WALMART STORE #,225.25,,123.4
4/16/2025,SEND E-TFR ***DvA,90,,33.4
4/16/2025,SEND E-TFR FEE,0.5,,32.9
4/16/2025,PROVINCE OF B.C  PRO,,1515.5,1548.4
4/16/2025,HW265 TFR-TO C/C,250,,1298.4
4/16/2025,SEND E-TFR ***6sn,590,,708.4
4/16/2025,SEND E-TFR FEE,1,,707.4
4/21/2025,PETRO-CANADA 91   _F,48.92,,658.48
4/21/2025,TD ATM W/D    002007,180,,478.48
4/21/2025,E-TRANSFER ***ZNA,,187.54,666.02
4/21/2025,LR510 TFR-TO C/C,46.02,,620
4/21/2025,LN PYMT   *022973402,613.24,,6.76
4/21/2025,LOAN INSURANCE PREM,44.45,,-37.69
4/22/2025,GC 5172-REV-LOAN INS,,44.45,6.76
4/25/2025,E-TRANSFER ***qqy,,120,126.76
4/25/2025,JL152 TFR-TO C/C,121.76,,5
4/28/2025,E-TRANSFER ***Rsr,,110,115
4/28/2025,LY003 TFR-TO C/C,115,,0
4/30/2025,E-TRANSFER ***3fJ,,94.08,94.08
4/30/2025,E-TRANSFER ***SxP,,31.18,125.26
4/30/2025,OVERDRAFT INTEREST,0.02,,125.24
4/30/2025,WITHDRAWAL FEES,12.5,,112.74
4/30/2025,MONTHLY ACCOUNT FEE,3.95,,108.79
5/1/2025,IU115 TFR-FR 7152309,,1950,2058.79
5/1/2025,IU125 TFR-TO C/C,2008.79,,50
5/1/2025,IU142 TFR-FR 7152309,,230.69,280.69
5/1/2025,SEND E-TFR ***juX,230.69,,50
5/1/2025,SEND E-TFR FEE,1,,49
5/1/2025,IW011 TFR-FR 7152309,,199.91,248.91
5/1/2025,SEND E-TFR ***zbK,122.91,,126
5/1/2025,SEND E-TFR FEE,1,,125
5/2/2025,LOAN INS,44.45,,80.55
5/2/2025,BC LIQUOR #125    _F,17.03,,63.52
5/7/2025,HL502 TFR-FR 7152309,,286.48,350
5/7/2025,HL505 TFR-TO C/C,350,,0
5/7/2025,HO133 TFR-FR 7152309,,116.38,116.38
5/7/2025,SEND E-TFR ***ckx,66.38,,50
5/7/2025,SEND E-TFR FEE,0.5,,49.5
5/9/2025,E-TRANSFER ***sXf,,720,769.5
5/9/2025,SEND E-TFR ***7Jd,70,,699.5
5/9/2025,SEND E-TFR FEE,0.5,,699
5/12/2025,LU014 TFR-FR 7152309,,202.53,901.53
5/12/2025,LU063 TFR-FR 7152309,,67.5,969.03
5/12/2025,SEND E-TFR ***w8f,100,,869.03
5/12/2025,SEND E-TFR FEE,0.5,,868.53
5/12/2025,LU260 TFR-TO C/C,248.53,,620
5/12/2025,LW563 TFR-FR 7152309,,220,840
5/12/2025,SEND E-TFR ***2Up,200,,640
5/12/2025,SEND E-TFR FEE,1,,639
5/12/2025,RL300 TFR-FR 7152309,,50.66,689.66
5/12/2025,SEND E-TFR ***5nF,70,,619.66
5/12/2025,SEND E-TFR FEE,0.5,,619.16
5/13/2025,WW064 TFR-FR 4012227,,250,869.16
5/13/2025,SEND E-TFR ***rWG,120,,749.16
5/13/2025,SEND E-TFR FEE,1,,748.16
5/13/2025,SEND E-TFR ***jyF,62,,686.16
5/13/2025,SEND E-TFR FEE,0.5,,685.66
5/13/2025,WW112 TFR-FR 4012227,,534.34,1220
5/13/2025,SEND E-TFR ***n3m,600,,620
5/13/2025,SEND E-TFR FEE,1,,619
5/15/2025,IW205 TFR-FR 4012227,,250,869
5/15/2025,SEND E-TFR ***CA6,220,,649
5/15/2025,SEND E-TFR FEE,1,,648
5/20/2025,RU062 TFR-FR 4012227,,275,923
5/20/2025,SEND E-TFR ***eVn,150,,773
5/20/2025,SEND E-TFR FEE,1,,772
5/20/2025,RU075 TFR-TO C/C,152,,620
5/20/2025,RW224 TFR-FR 4012227,,150,770
5/20/2025,SEND E-TFR ***VdM,120,,650
5/20/2025,SEND E-TFR FEE,1,,649
5/20/2025,LN PYMT   *022973402,613.24,,35.76
5/20/2025,WQ151 TFR-FR 4012227,,150,185.76
5/20/2025,SEND E-TFR ***8Qf,140,,45.76
5/20/2025,SEND E-TFR FEE,1,,44.76
5/20/2025,LOAN INSURANCE PREM,44.45,,0.31
5/21/2025,PROVINCE OF B.C  PRO,,1515.5,1515.81
5/21/2025,WP104 TFR-TO 4012227,315.81,,1200
5/21/2025,SEND E-TFR ***ZCk,1100,,100
5/21/2025,SEND E-TFR FEE,1,,99
5/23/2025,E-TRANSFER ***V4C,,500,599
5/23/2025,JL333 TFR-TO C/C,449,,150
5/23/2025,JL340 TFR-TO 4012227,100,,50
5/26/2025,UR251 TFR-FR 4012227,,150,200
5/26/2025,SEND E-TFR ***9wy,175,,25
5/26/2025,SEND E-TFR FEE,1,,24
5/26/2025,E-TRANSFER ***NyU,,104.1,128.1
5/26/2025,LW410 TFR-TO C/C,103.1,,25
5/27/2025,TAX REFUND       RIT,,20.64,45.64
5/28/2025,HO235 TFR-TO C/C,44.64,,1
5/30/2025,JW200 TFR-FR 4012227,,150,151
5/30/2025,SEND E-TFR ***DWK,120,,31
5/30/2025,SEND E-TFR FEE,1,,30
5/30/2025,WITHDRAWAL FEES,18.75,,11.25
5/30/2025,MONTHLY ACCOUNT FEE,3.95,,7.3
6/2/2025,UB451 TFR-FR 4012227,,100,107.3
6/2/2025,SEND E-TFR ***4sK,55,,52.3
6/2/2025,SEND E-TFR FEE,0.5,,51.8
6/2/2025,E-TRANSFER ***pnq,,200,251.8
6/2/2025,RJ504 TFR-TO 4012227,168.11,,83.69
6/2/2025,RJ512 TFR-TO C/C,83.69,,0
6/9/2025,E-TRANSFER ***kDT,,337.08,337.08
6/9/2025,UW193 TFR-TO C/C,132,,205.08
6/9/2025,UW215 TFR-TO 4012227,150,,55.08
6/9/2025,E-TRANSFER ***kWb,,600,655.08
6/12/2025,SEND E-TFR ***rk6,75,,580.08
6/12/2025,SEND E-TFR FEE,0.5,,579.58
6/12/2025,FX ATM W/D        _V,73.69,,505.89
6/12/2025,FX ATM W/D FEE,5,,500.89
6/13/2025,IN042 TFR-FR 4012227,,150,650.89
6/16/2025,UL423 TFR-FR 4012227,,175,825.89
6/16/2025,SEND E-TFR ***EZd,200,,625.89
6/16/2025,SEND E-TFR FEE,1,,624.89
6/16/2025,UZ190 TFR-FR C/C,,90,714.89
6/16/2025,SEND E-TFR ***G5N,100,,614.89
6/16/2025,SEND E-TFR FEE,0.5,,614.39
6/16/2025,E-TRANSFER ***7Q2,,251,865.39
6/16/2025,LO401 TFR-TO C/C,71,,794.39
6/16/2025,LO442 TFR-TO 4012227,144.39,,650
6/18/2025,LN PYMT   *022973402,613.24,,36.76
6/18/2025,LOAN INSURANCE PREM,44.45,,-7.69
6/19/2025,IO193 TFR-FR 4012227,,100,92.31
6/23/2025,UJ570 TFR-FR 4012227,,45,137.31
6/23/2025,SEND E-TFR ***syr,136.3,,1.01
6/23/2025,SEND E-TFR FEE,1,,0.01
6/23/2025,UT570 TFR-FR C/C,,16,16.01
6/23/2025,UT572 TFR-FR 4012227,,23,39.01
6/23/2025,SEND E-TFR ***xKA,38.01,,1
6/23/2025,SEND E-TFR FEE,0.5,,0.5
6/25/2025,PROVINCE OF B.C  PRO,,1515.5,1516
6/26/2025,IW143 TFR-TO C/C,500,,1016
6/26/2025,IW151 TFR-TO 4012227,498.61,,517.39
6/26/2025,SEND E-TFR ***F8p,417.39,,100
6/26/2025,SEND E-TFR FEE,1,,99
6/26/2025,SEND E-TFR ***7zD,50,,49
6/26/2025,SEND E-TFR FEE,0.5,,48.5
6/26/2025,SEND E-TFR ***T33,43.5,,5
6/26/2025,SEND E-TFR FEE,0.5,,4.5
6/30/2025,E-TRANSFER ***ywS,,102.98,107.48
6/30/2025,RQ452 TFR-TO C/C,52.48,,55
6/30/2025,E-TRANSFER ***QKH,,100,155
6/30/2025,RW300 TFR-TO C/C,105,,50
6/30/2025,WITHDRAWAL FEES,10,,40
6/30/2025,MONTHLY ACCOUNT FEE,3.95,,36.05
7/2/2025,WQ424 TFR-TO C/C,31.05,,5
7/4/2025,IB524 TFR-FR 4012227,,45,50
7/4/2025,SEND E-TFR ***H9f,49,,1
7/4/2025,E-TRANSFER ***tKr,,450,451
7/4/2025,JO455 TFR-TO C/C,250,,201
7/4/2025,JO461 TFR-TO 4012227,200,,1
7/7/2025,RW494 TFR-FR 4012227,,200,201
7/7/2025,SEND E-TFR ***QYF,200,,1
7/8/2025,E-TRANSFER ***g3e,,650,651
7/10/2025,IW172 TFR-TO 4012227,25,,626
7/14/2025,GFL - DUNFORD H   _F,41.45,,584.55
7/14/2025,TD ATM DEP    006141,,50,634.55
7/14/2025,RY202 TFR-TO C/C,14,,620.55
7/16/2025,HL524 TFR-FR 4012227,,27,647.55
7/16/2025,SEND E-TFR ***AGb,32.55,,615
7/18/2025,LN PYMT   *022973402,613.24,,1.76
7/18/2025,LOAN INSURANCE PREM,44.45,,-42.69
7/18/2025,E-TRANSFER ***nZB,,322.41,279.72
7/18/2025,JZ513 TFR-TO C/C,79.72,,200
7/18/2025,JZ523 TFR-TO 4012227,77,,123
7/18/2025,JZ541 TFR-TO C/C,42.8,,80.2
7/21/2025,JZ533 TFR-TO 7152309,30.2,,50
7/21/2025,RI425 TFR-FR 4012227,,55,105
7/21/2025,SEND E-TFR ***QA6,104,,1
7/21/2025,E-TRANSFER ***RWP,,240,241
7/22/2025,TD ATM W/D    006125,240,,1
7/24/2025,HN262 TFR-FR 7152309,,6.62,7.62
7/24/2025,7-ELEVEN STORE    _F,3.02,,4.6
7/25/2025,E-TRANSFER ***WP9,,80,84.6
7/25/2025,APPLE.COM/BILL    _V,59.34,,25.26
7/25/2025,IB410 TFR-FR 4012227,,15,40.26
7/28/2025,MCDONALD'S #405   _F,31.75,,8.51
7/28/2025,UC453 TFR-FR 4012227,,10,18.51
7/28/2025,ESSO CONVENIENC   _F,15,,3.51
7/28/2025,LB575 TFR-FR 7152309,,6.66,10.17
7/28/2025,SEND E-TFR ***tZY,9.17,,1
7/31/2025,WITHDRAWAL FEES,10,,-9
7/31/2025,MONTHLY ACCOUNT FEE,3.95,,-12.95
8/5/2025,E-TRANSFER ***2jP,,425,412.05
8/5/2025,UL021 TFR-TO 4012227,61.54,,350.51
8/5/2025,UL031 TFR-TO C/C,217.14,,133.37
8/5/2025,UL040 TFR-TO 7152309,113.1,,20.27
8/5/2025,RL402 TFR-FR 7152309,,35,55.27
8/5/2025,SEND E-TFR ***dxC,54,,1.27
8/5/2025,RR404 TFR-FR 7152309,,68.72,69.99
8/5/2025,RR411 TFR-FR 4012227,,15,84.99
8/5/2025,SHELL C47030      _F,80.65,,4.34
8/11/2025,UZ304 TFR-FR 4012227,,10,14.34
8/11/2025,SEND E-TFR ***Wbd,13.34,,1
8/12/2025,E-TRANSFER ***ucU,,78.63,79.63
8/12/2025,WW550 TFR-TO C/C,29.63,,50
8/14/2025,IU151 TFR-TO 4012227,10,,40
8/14/2025,SEND E-TFR ***GsE,40,,0
8/15/2025,E-TRANSFER ***S6V,,650,650
8/18/2025,UQ015 TFR-TO C/C,20,,630
8/18/2025,UQ023 TFR-TO 4012227,10,,620
8/18/2025,UC005 TFR-FR 4012227,,15,635
8/18/2025,WALMART STORE #   _F,19.63,,615.37
8/18/2025,LN PYMT   *022973402,613.24,,2.13
8/18/2025,LOAN INSURANCE PREM,44.45,,-42.32
8/19/2025,GC 5172-REV-LOAN INS,,44.45,2.13
8/25/2025,RT525 TFR-FR 4012227,,4.87,7
8/25/2025,STARBUCKS COFFE   _F,5.78,,1.22
8/29/2025,E-TRANSFER ***76v,,125,126.22
8/29/2025,JH342 TFR-TO C/C,110,,16.22
8/29/2025,JH345 TFR-TO 4012227,16.22,,0
8/29/2025,E-TRANSFER ***vvs,,75,75
8/29/2025,JO404 TFR-TO 4012227,35,,40
8/29/2025,JO494 TFR-TO C/C,23.26,,16.74
8/29/2025,JO502 TFR-TO 4012227,1.74,,15
8/29/2025,OVERDRAFT INTEREST,0.05,,14.95
8/29/2025,WITHDRAWAL FEES,7.5,,7.45
8/29/2025,MONTHLY ACCOUNT FEE,3.95,,3.5
9/12/2025,E-TRANSFER ***fVm,,150,153.5
9/12/2025,JU152 TFR-TO C/C,49.64,,103.86
9/12/2025,E-TRANSFER ***qSV,,336.27,440.13
9/12/2025,E-TRANSFER ***uex,,128,568.13
9/12/2025,JW465 TFR-FR C/C,,25,593.13
9/15/2025,RW232 TFR-FR 4012227,,16.6,609.73
9/15/2025,E-TRANSFER ***wbb,,19.56,629.29
9/15/2025,LOAN INS,44.45,,584.84
9/16/2025,E-TRANSFER ***y78,,19.97,604.81
9/17/2025,SEND E-TFR ***tQG,16.8,,588.01
9/18/2025,LN PYMT   *022973402,586.01,,2
9/18/2025,E-TRANSFER ***Rbz,,40,42
9/18/2025,IX173 TFR-TO 4012227,20,,22
9/18/2025,LOAN INSURANCE PREM,44.45,,-22.45
9/18/2025,MOBILE DEPOSIT,,161,138.55
9/19/2025,BIRYANI PALACE    _F,29.04,,109.51
9/19/2025,SEND E-TFR ***MYk,40,,69.51
9/22/2025,SEND E-TFR ***c6C,35,,34.51
9/22/2025,LT365 TFR-FR 4012227,,20,54.51
9/22/2025,WALMART STORE #,53.87,,0.64
9/25/2025,E-TRANSFER ***av3,,50,50.64
9/25/2025,SHELL C47030      _F,20,,30.64
9/26/2025,PROVINCE OF B.C  PAY,,2456.82,2487.46
9/26/2025,SEND E-TFR ***6Nv,125,,2362.46
9/26/2025,SEND E-TFR ***arY,512.46,,1850
9/26/2025,JI501 TFR-TO 4012227,50,,1800
9/26/2025,SEND E-TFR ***ZmB,1650,,150
9/26/2025,JJ154 TFR-TO C/C,25,,125
9/26/2025,SEND E-TFR ***jjb,115,,10
9/29/2025,WITHDRAWAL FEES,2.5,,7.5
9/29/2025,MONTHLY ACCOUNT FEE,3.95,,3.55
10/1/2025,HU514 TFR-FR 4012227,,15.13,18.68
10/1/2025,E-TRANSFER ***4p4,,13.67,32.35
10/1/2025,SHELL C47030      _F,17.92,,14.43
10/2/2025,SHELL C47030      _F,14,,0.43
10/3/2025,B.C. General Em  PAY,,766.59,767.02
10/3/2025,JI354 TFR-TO 4012227,60,,707.02
10/3/2025,SEND E-TFR ***bzj,307.02,,400
10/3/2025,JW015 TFR-TO C/C,50,,350
10/3/2025,SEND E-TFR ***GFx,175,,175
10/3/2025,SEND E-TFR ***JkT,50,,125
10/3/2025,JL010 TFR-FR 4012227,,50,175
10/3/2025,SEND E-TFR ***QPD,90,,85
10/6/2025,TIM HORTONS #42   _F,10.69,,74.31
10/6/2025,SEND E-TFR ***3NC,40,,34.31
10/6/2025,MCDONALD'S #405   _F,12.38,,21.93
10/6/2025,CITY OF VICTORI   _F,3,,18.93
10/6/2025,QV CAFE & BAKER   _F,4.12,,14.81
10/6/2025,E-TRANSFER ***pDd,,4.71,19.52
10/6/2025,SHELL C47030      _F,17.92,,1.6
10/9/2025,IO125 TFR-FR 4012227,,10,11.6
10/9/2025,SEND E-TFR ***R3N,11.6,,0
10/10/2025,B.C. General Em  PAY,,520,520
10/10/2025,PROVINCE OF B.C  PAY,,1005.89,1525.89
10/10/2025,SEND E-TFR ***msP,125,,1400.89
10/10/2025,JJ405 TFR-TO C/C,75,,1325.89
10/10/2025,JJ415 TFR-TO 4012227,50,,1275.89
10/10/2025,SEND E-TFR ***ZQd,375,,900.89
10/10/2025,SEND E-TFR ***76P,200.89,,700
10/10/2025,SHELL C47030      _F,50,,650
10/10/2025,TIM HORTONS #18   _F,57.22,,592.78
